path,label,source,score,pred
experiments\data\normal_text\notifications\email_1401.txt,0,normal,-0.036703733948893646,0
experiments\data\normal_text\reports\report_2668.txt,0,normal,-0.04914274395383478,0
experiments\data\normal_text\notifications\email_5993.txt,0,normal,-0.04006526563106033,0
experiments\data\normal_text\reports\report_5022.txt,0,normal,-0.04914274395383478,0
experiments\data\normal_text\reports\report_1582.txt,0,normal,-0.048030173372916374,0
experiments\data\normal_text\notifications\email_102.txt,0,normal,-0.03975586093070882,0
experiments\data\normal_text\reports\report_2751.txt,0,normal,-0.04803985646879033,0
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (14).txt,1,anomaly,-0.0481368019067952,0
experiments\data\normal_text\notifications\email_9282.txt,0,normal,-0.033979004096042376,0
experiments\data\normal_text\invoices\invoice_636.txt,0,normal,-0.03111600943584586,0
experiments\data\normal_text\notifications\email_4437.txt,0,normal,-0.03730328107821029,0
experiments\data\normal_text\invoices\invoice_352.txt,0,normal,-0.03720144945474507,0
experiments\data\normal_text\invoices\invoice_639_color_B_247.txt,0,normal,-0.026601564249214282,0
experiments\data\normal_text\reports\report_4871.txt,0,normal,-0.04823420635650694,0
experiments\data\normal_text\notifications\email_2252.txt,0,normal,-0.0364475496135831,0
experiments\data\normal_text\reports\report_4090.txt,0,normal,-0.04914274395383478,0
experiments\data\anomaly_text\Code\Code (6) - Copy.txt,1,anomaly,-0.03516972866566359,0
experiments\data\anomaly_text\Resume\Resume (3).txt,1,anomaly,0.007625489730993751,1
experiments\data\normal_text\notifications\email_1351.txt,0,normal,-0.03440599344467904,0
experiments\data\normal_text\reports\report_8639.txt,0,normal,-0.04914274395383478,0
experiments\data\anomaly_text\Resume\Resume (18).txt,1,anomaly,-0.014379165671434269,0
experiments\data\anomaly_text\Code\code (10).txt,1,anomaly,-0.04108098475835248,0
experiments\data\normal_text\notifications\email_202.txt,0,normal,-0.03517555794027655,0
experiments\data\normal_text\reports\report_54.txt,0,normal,-0.04914274395383478,0
experiments\data\normal_text\reports\report_4933.txt,0,normal,-0.045874432252225206,0
experiments\data\normal_text\notifications\email_2883.txt,0,normal,-0.01230714137774147,0
experiments\data\normal_text\invoices\invoice_814.txt,0,normal,-0.03303240424293513,0
experiments\data\anomaly_text\Resume\Resume (7).txt,1,anomaly,0.02625261371919807,1
experiments\data\normal_text\notifications\email_5221.txt,0,normal,-0.03931169367422305,0
experiments\data\normal_text\notifications\email_6920.txt,0,normal,-0.030629385970607714,0
experiments\data\normal_text\notifications\email_8785.txt,0,normal,-0.03319491523045509,0
experiments\data\normal_text\invoices\invoice_467_charspace_468.txt,0,normal,-0.03455567493485062,0
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (19).txt,1,anomaly,-0.04641785532154119,0
experiments\data\normal_text\invoices\invoice_736_color_B_245.txt,0,normal,-0.030835310449467968,0
experiments\data\normal_text\invoices\invoice_993_color_B_253.txt,0,normal,-0.03403237831394729,0
experiments\data\normal_text\reports\report_5670.txt,0,normal,-0.04849683703541369,0
experiments\data\normal_text\reports\report_62.txt,0,normal,-0.04914274395383478,0
experiments\data\normal_text\notifications\email_2783.txt,0,normal,-0.020189460199159515,0
experiments\data\normal_text\notifications\email_6333.txt,0,normal,-0.03409339909445974,0
experiments\data\normal_text\reports\report_3450.txt,0,normal,-0.04914274395383478,0
experiments\data\normal_text\notifications\email_4422.txt,0,normal,-0.04188395684062507,0
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (18).txt,1,anomaly,-0.04914274395383478,0
experiments\data\normal_text\reports\report_1241.txt,0,normal,-0.048130138063154304,0
experiments\data\normal_text\notifications\email_2684.txt,0,normal,-0.015020766523328122,0
experiments\data\normal_text\invoices\invoice_152_charspace_153.txt,0,normal,-0.02790721498667309,0
experiments\data\normal_text\reports\report_4145.txt,0,normal,-0.048320652739976044,0
experiments\data\normal_text\notifications\email_1497.txt,0,normal,-0.03512406780908833,0
experiments\data\anomaly_text\RandomText\randomText (14).txt,1,anomaly,-0.03579209022521668,0
experiments\data\normal_text\notifications\email_7683.txt,0,normal,-0.037340651719274254,0
experiments\data\anomaly_text\Resume\Resume (12).txt,1,anomaly,0.03219804782186514,1
experiments\data\normal_text\notifications\email_3165.txt,0,normal,-0.04064915933914065,0
experiments\data\anomaly_text\Code\Code (7) - Copy.txt,1,anomaly,-0.03644175548949291,0
experiments\data\normal_text\reports\report_2433.txt,0,normal,-0.04914274395383478,0
experiments\data\normal_text\reports\report_5013.txt,0,normal,-0.04729264702956798,0
experiments\data\anomaly_text\Resume\Resume (9).txt,1,anomaly,0.023549196759556135,1
experiments\data\normal_text\invoices\invoice_30.txt,0,normal,-0.03414648688784633,0
experiments\data\normal_text\reports\report_5851.txt,0,normal,-0.04914274395383478,0
experiments\data\normal_text\notifications\email_6316.txt,0,normal,-0.028356785492886116,0
experiments\data\normal_text\invoices\invoice_690_color_B_242.txt,0,normal,-0.02969064575005509,0
experiments\data\normal_text\notifications\email_3728.txt,0,normal,-0.0008386703290553243,0
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (4).txt,1,anomaly,-0.04361563840781435,0
experiments\data\normal_text\invoices\invoice_355_charspace_356.txt,0,normal,-0.030844790711399728,0
